# [General]
# timestamp=2025-04-09T17:22:05.186283
# comments='# '
# delimiter='\t'
# column_dtypes=float;;float;;float;;float
# column_headers='Time (s);;pfi1 (counts/s);;pfi2 (counts/s);;ai4 (V)'
# 
# [Metadata]
# scanner_x=-5.0978161682
# scanner_y=3.5706164072
# timestamp='09.04.2025, 17:22:05.186283'
# data rate (hz)=50.0
# oversampling factor (samples)=1
# sampling rate (hz)=50.0
# 
# ---- END HEADER ----
0.000000000000000e+00	2.428500000000000e+05	0.000000000000000e+00	7.097034436999351e-01
2.000000000000000e-02	2.517000000000000e+05	0.000000000000000e+00	7.103475775159823e-01
4.000000000000000e-02	2.514000000000000e+05	0.000000000000000e+00	7.122799789678405e-01
6.000000000000000e-02	2.523000000000000e+05	0.000000000000000e+00	7.122799789678405e-01
8.000000000000000e-02	2.433000000000000e+05	0.000000000000000e+00	7.132461796958615e-01
1.000000000000000e-01	2.519500000000000e+05	0.000000000000000e+00	7.135682466055120e-01
1.200000000000000e-01	2.363500000000000e+05	0.000000000000000e+00	7.097034436999351e-01
1.400000000000000e-01	2.481000000000000e+05	0.000000000000000e+00	7.119579120588101e-01
1.600000000000000e-01	2.367500000000000e+05	0.000000000000000e+00	7.145344473353945e-01
1.800000000000000e-01	2.440500000000000e+05	0.000000000000000e+00	7.129241127863661e-01
2.000000000000000e-01	2.510000000000000e+05	0.000000000000000e+00	7.113137782412143e-01
2.200000000000000e-01	2.493000000000000e+05	0.000000000000000e+00	7.119579120588101e-01
2.400000000000000e-01	2.419500000000000e+05	0.000000000000000e+00	7.106696444242382e-01
2.600000000000000e-01	2.553000000000000e+05	0.000000000000000e+00	7.138903135153177e-01
2.800000000000000e-01	2.489000000000000e+05	0.000000000000000e+00	7.103475775159823e-01
3.000000000000000e-01	2.501500000000000e+05	0.000000000000000e+00	7.074489753486418e-01
3.200000000000000e-01	2.514000000000000e+05	0.000000000000000e+00	7.129241127863661e-01
3.400000000000000e-01	2.414500000000000e+05	0.000000000000000e+00	7.129241127863661e-01
3.600000000000000e-01	2.504000000000000e+05	0.000000000000000e+00	7.135682466055120e-01
3.800000000000000e-01	2.440000000000000e+05	0.000000000000000e+00	7.090593098845066e-01
4.000000000000000e-01	2.453500000000000e+05	0.000000000000000e+00	7.077710422555057e-01
4.200000000000000e-01	2.415000000000000e+05	0.000000000000000e+00	7.077710422555057e-01
4.400000000000000e-01	2.448000000000000e+05	0.000000000000000e+00	7.145344473353945e-01
4.600000000000000e-01	2.487500000000000e+05	0.000000000000000e+00	7.155006480666742e-01
4.800000000000000e-01	2.477000000000000e+05	0.000000000000000e+00	7.145344473353945e-01
5.000000000000000e-01	2.436000000000000e+05	0.000000000000000e+00	7.122799789678405e-01
5.200000000000000e-01	2.397000000000000e+05	0.000000000000000e+00	7.158227149774113e-01
5.400000000000000e-01	2.462500000000000e+05	0.000000000000000e+00	7.151785811560923e-01
5.600000000000001e-01	2.494500000000000e+05	0.000000000000000e+00	7.122799789678405e-01
5.800000000000000e-01	2.532500000000000e+05	0.000000000000000e+00	7.116358451499347e-01
6.000000000000000e-01	2.487500000000000e+05	0.000000000000000e+00	7.119579120588101e-01
6.200000000000000e-01	2.500500000000000e+05	0.000000000000000e+00	7.106696444242382e-01
6.400000000000000e-01	2.489500000000000e+05	0.000000000000000e+00	7.129241127863661e-01
6.600000000000000e-01	2.485500000000000e+05	0.000000000000000e+00	7.142123804252785e-01
6.800000000000000e-01	2.436500000000000e+05	0.000000000000000e+00	7.106696444242382e-01
7.000000000000000e-01	2.461000000000000e+05	0.000000000000000e+00	7.113137782412143e-01
7.200000000000000e-01	2.439500000000000e+05	0.000000000000000e+00	7.077710422555057e-01
7.400000000000000e-01	2.540500000000000e+05	0.000000000000000e+00	7.116358451499347e-01
7.600000000000000e-01	2.509500000000000e+05	0.000000000000000e+00	7.087372429770245e-01
7.800000000000000e-01	2.515000000000000e+05	0.000000000000000e+00	7.119579120588101e-01
8.000000000000000e-01	2.463500000000000e+05	0.000000000000000e+00	7.074489753486418e-01
8.200000000000000e-01	2.499500000000000e+05	0.000000000000000e+00	7.103475775159823e-01
8.400000000000000e-01	2.465000000000000e+05	0.000000000000000e+00	7.129241127863661e-01
8.600000000000000e-01	2.493000000000000e+05	0.000000000000000e+00	7.129241127863661e-01
8.800000000000000e-01	2.427500000000000e+05	0.000000000000000e+00	7.132461796958615e-01
9.000000000000000e-01	2.522000000000000e+05	0.000000000000000e+00	7.138903135153177e-01
9.200000000000000e-01	2.382500000000000e+05	0.000000000000000e+00	7.145344473353945e-01
9.399999999999999e-01	2.478000000000000e+05	0.000000000000000e+00	7.174330495334286e-01
9.600000000000000e-01	2.528000000000000e+05	0.000000000000000e+00	7.142123804252785e-01
9.800000000000000e-01	2.486500000000000e+05	0.000000000000000e+00	7.138903135153177e-01
1.000000000000000e+00	2.515500000000000e+05	0.000000000000000e+00	7.119579120588101e-01
1.020000000000000e+00	2.464500000000000e+05	0.000000000000000e+00	7.100255106078813e-01
1.040000000000000e+00	2.489500000000000e+05	0.000000000000000e+00	7.100255106078813e-01
1.060000000000000e+00	2.485000000000000e+05	0.000000000000000e+00	7.061607077227309e-01
1.080000000000000e+00	2.445500000000000e+05	0.000000000000000e+00	7.113137782412143e-01
1.100000000000000e+00	2.445500000000000e+05	0.000000000000000e+00	7.048724400992897e-01
1.120000000000000e+00	2.446000000000000e+05	0.000000000000000e+00	7.077710422555057e-01
1.140000000000000e+00	2.544500000000000e+05	0.000000000000000e+00	7.119579120588101e-01
1.160000000000000e+00	2.442500000000000e+05	0.000000000000000e+00	7.116358451499347e-01
1.180000000000000e+00	2.364000000000000e+05	0.000000000000000e+00	7.142123804252785e-01
